TRACK,BEGIN,END,TREATMENT,MANUAL,NEWTRACK,ADJUST,OFFSET,RETAIN,CURVE,CYCLE,ELIGIBILITY
2,100,756,CC,false,2,A,0,0,,0,
4,70,756,CC,false,4,A,0,0,,0,
4,40,40,CT,false,5,R,0,0,,0,
5,70,756,CC,false,4,A,0,0,,0,
7,90,756,CC,false,7,A,0,0,,0,
9,70,756,CC,false,9,A,0,0,,0,
11,100,756,CC,false,11,A,0,0,,0,
13,100,756,CC,false,14,A,0,0,,0,
14,100,756,CC,false,14,A,0,0,,0,
16,90,756,CC,false,16,A,0,0,,0,
16,40,40,CT,false,17,R,0,0,,0,
17,90,756,CC,false,16,A,0,0,,0,
17,56,56,F1,false,18,R,0,0,,0,
18,90,756,CC,false,16,A,0,0,,0,
18,66,66,F2,false,19,R,0,0,,0,
19,90,756,CC,false,16,A,0,0,,0,
19,76,76,F3,false,20,R,0,0,,0,
20,90,756,CC,false,16,A,0,0,,0,
22,100,756,CC,false,23,A,0,0,,0,
23,100,756,CC,false,23,A,0,0,,0,
23,40,40,CT,false,24,R,0,0,,0,
24,100,756,CC,false,23,A,0,0,,0,
24,66,66,F1,false,25,R,0,0,,0,
25,100,756,CC,false,23,A,0,0,,0,
25,76,76,F2,false,26,R,0,0,,0,
26,100,756,CC,false,23,A,0,0,,0,
26,86,86,F3,false,27,R,0,0,,0,
27,100,756,CC,false,23,A,0,0,,0,
29,80,756,CC,false,29,A,0,0,,0,
31,70,756,CC,false,31,A,0,0,,0,
31,40,40,CT,false,32,R,0,0,,0,
32,70,756,CC,false,31,A,0,0,,0,
32,51,51,F1,false,33,R,0,0,,0,
33,70,756,CC,false,31,A,0,0,,0,
33,61,61,F2,false,34,R,0,0,,0,
34,70,756,CC,false,31,A,0,0,,0,
34,71,71,F3,false,35,R,0,0,,0,
35,70,756,CC,false,31,A,0,0,,0,
37,70,756,CC,false,37,A,0,0,,0,
37,40,40,CT,false,38,R,0,0,,0,
38,70,756,CC,false,37,A,0,0,,0,
38,51,51,F1,false,39,R,0,0,,0,
39,70,756,CC,false,37,A,0,0,,0,
39,61,61,F2,false,40,R,0,0,,0,
40,70,756,CC,false,37,A,0,0,,0,
40,71,71,F3,false,41,R,0,0,,0,
41,70,756,CC,false,37,A,0,0,,0,
43,80,756,CC,false,44,A,0,0,,0,
44,80,756,CC,false,44,A,0,0,,0,
46,80,756,CC,false,47,A,0,0,,0,
47,80,756,CC,false,47,A,0,0,,0,
49,100,756,CC,false,50,A,0,0,,0,
50,100,756,CC,false,50,A,0,0,,0,
50,40,40,CT,false,51,R,0,0,,0,
51,100,756,CC,false,50,A,0,0,,0,
51,66,66,F1,false,52,R,0,0,,0,
52,100,756,CC,false,50,A,0,0,,0,
52,76,76,F2,false,53,R,0,0,,0,
53,100,756,CC,false,50,A,0,0,,0,
53,86,86,F3,false,54,R,0,0,,0,
54,100,756,CC,false,50,A,0,0,,0,
56,90,756,CC,false,57,A,0,0,,0,
57,90,756,CC,false,57,A,0,0,,0,
59,70,756,CC,false,59,A,0,0,,0,
59,40,40,CT,false,60,R,0,0,,0,
60,70,756,CC,false,59,A,0,0,,0,
62,70,756,CC,false,9,A,0,0,,0,
64,80,756,CC,false,65,A,0,0,,0,
65,80,756,CC,false,65,A,0,0,,0,
68,80,756,CC,false,68,A,0,0,,0,
70,70,756,CC,false,70,A,0,0,,0,
72,80,756,CC,false,73,A,0,0,,0,
73,80,756,CC,false,73,A,0,0,,0,
75,70,756,CC,false,75,A,0,0,,0,
75,40,40,CT,false,76,R,0,0,,0,
76,70,756,CC,false,75,A,0,0,,0,
76,51,51,F1,false,77,R,0,0,,0,
77,70,756,CC,false,75,A,0,0,,0,
77,61,61,F2,false,78,R,0,0,,0,
78,70,756,CC,false,75,A,0,0,,0,
78,71,71,F3,false,79,R,0,0,,0,
79,70,756,CC,false,75,A,0,0,,0,
81,70,756,CC,false,81,A,0,0,,0,
83,80,756,CC,false,84,A,0,0,,0,
84,80,756,CC,false,84,A,0,0,,0,
86,100,756,CC,false,87,A,0,0,,0,
87,100,756,CC,false,87,A,0,0,,0,
87,40,40,CT,false,88,R,0,0,,0,
88,100,756,CC,false,87,A,0,0,,0,
88,66,66,F1,false,89,R,0,0,,0,
89,100,756,CC,false,87,A,0,0,,0,
89,76,76,F2,false,90,R,0,0,,0,
90,100,756,CC,false,87,A,0,0,,0,
90,86,86,F3,false,91,R,0,0,,0,
91,100,756,CC,false,87,A,0,0,,0,
93,90,756,CC,false,94,A,0,0,,0,
94,90,756,CC,false,94,A,0,0,,0,
94,40,40,CT,false,95,R,0,0,,0,
95,90,756,CC,false,94,A,0,0,,0,
95,56,56,F1,false,96,R,0,0,,0,
96,90,756,CC,false,94,A,0,0,,0,
96,66,66,F2,false,97,R,0,0,,0,
97,90,756,CC,false,94,A,0,0,,0,
97,76,76,F3,false,98,R,0,0,,0,
98,90,756,CC,false,94,A,0,0,,0,
100,100,756,CC,false,101,A,0,0,,0,
101,100,756,CC,false,101,A,0,0,,0,
103,90,756,CC,false,104,A,0,0,,0,
104,90,756,CC,false,104,A,0,0,,0,
107,100,756,CC,false,108,A,0,0,,0,
108,100,756,CC,false,108,A,0,0,,0,
110,70,756,CC,false,110,A,0,0,,0,
112,80,756,CC,false,29,A,0,0,,0,
114,90,756,CC,false,114,A,0,0,,0,
114,40,40,CT,false,115,R,0,0,,0,
115,90,756,CC,false,114,A,0,0,,0,
115,56,56,F1,false,116,R,0,0,,0,
116,90,756,CC,false,114,A,0,0,,0,
116,66,66,F2,false,117,R,0,0,,0,
117,90,756,CC,false,114,A,0,0,,0,
117,76,76,F3,false,118,R,0,0,,0,
118,90,756,CC,false,114,A,0,0,,0,
120,80,756,CC,false,121,A,0,0,,0,
121,80,756,CC,false,121,A,0,0,,0,
123,80,756,CC,false,124,A,0,0,,0,
124,80,756,CC,false,124,A,0,0,,0,
126,100,756,CC,false,126,A,0,0,,0,
128,90,756,CC,false,128,A,0,0,,0,
128,40,40,CT,false,129,R,0,0,,0,
129,90,756,CC,false,128,A,0,0,,0,
129,56,56,F1,false,130,R,0,0,,0,
130,90,756,CC,false,128,A,0,0,,0,
130,66,66,F2,false,131,R,0,0,,0,
131,90,756,CC,false,128,A,0,0,,0,
131,76,76,F3,false,132,R,0,0,,0,
132,90,756,CC,false,128,A,0,0,,0,
134,100,756,CC,false,135,A,0,0,,0,
135,100,756,CC,false,135,A,0,0,,0,
137,80,756,CC,false,138,A,0,0,,0,
138,80,756,CC,false,138,A,0,0,,0,
140,100,756,CC,false,141,A,0,0,,0,
141,100,756,CC,false,141,A,0,0,,0,
141,40,40,CT,false,142,R,0,0,,0,
142,100,756,CC,false,141,A,0,0,,0,
142,66,66,F1,false,143,R,0,0,,0,
143,100,756,CC,false,141,A,0,0,,0,
143,76,76,F2,false,144,R,0,0,,0,
144,100,756,CC,false,141,A,0,0,,0,
144,86,86,F3,false,145,R,0,0,,0,
145,100,756,CC,false,141,A,0,0,,0,
147,100,756,CC,false,148,A,0,0,,0,
148,100,756,CC,false,148,A,0,0,,0,
148,40,40,CT,false,149,R,0,0,,0,
149,100,756,CC,false,148,A,0,0,,0,
149,66,66,F1,false,150,R,0,0,,0,
150,100,756,CC,false,148,A,0,0,,0,
150,76,76,F2,false,151,R,0,0,,0,
151,100,756,CC,false,148,A,0,0,,0,
151,86,86,F3,false,152,R,0,0,,0,
152,100,756,CC,false,148,A,0,0,,0,
154,100,756,CC,false,154,A,0,0,,0,
156,100,756,CC,false,156,A,0,0,,0,
158,90,756,CC,false,158,A,0,0,,0,
158,40,40,CT,false,159,R,0,0,,0,
159,90,756,CC,false,158,A,0,0,,0,
159,56,56,F1,false,160,R,0,0,,0,
160,90,756,CC,false,158,A,0,0,,0,
160,66,66,F2,false,161,R,0,0,,0,
161,90,756,CC,false,158,A,0,0,,0,
