BLOCK,TYPE,TRACK,OFFSET,AREA
67,unmanaged,193,47,2.95269
67,managed,194,47,1.33186
68,unmanaged,195,57,4.87908
68,managed,196,57,14.1547
69,unmanaged,197,47,0.627
69,managed,198,47,8.3301
70,unmanaged,203,127,0.81655
70,managed,204,127,0.168092
71,unmanaged,210,127,0.161653
71,managed,211,127,2.14768
72,unmanaged,213,101,5.1832
72,managed,214,101,5.7698
73,unmanaged,98,261,0.07858
73,managed,99,261,1.04399
74,unmanaged,220,57,3.29298
74,managed,221,57,1.43792
75,unmanaged,111,47,1.07786
75,managed,26,47,14.3201
76,unmanaged,117,237,0.272319
76,managed,118,237,3.61796
77,unmanaged,11,57,0.34872
77,managed,12,57,4.63299
78,unmanaged,222,47,4.72816
78,managed,223,47,1.03067
79,unmanaged,210,177,0.299094
79,managed,211,177,3.97367
80,unmanaged,224,127,2.30058
80,managed,225,127,0.063042
81,unmanaged,231,307,1.4213
81,managed,232,307,1.61763
82,unmanaged,238,57,2.22361
82,managed,212,57,29.5422
83,unmanaged,239,77,0.205279
83,managed,240,77,1.72749
84,unmanaged,242,57,2.08925
84,managed,243,57,2.03992
85,unmanaged,244,57,0.081796
85,managed,245,57,1.06321
86,unmanaged,246,97,0.430605
86,managed,247,97,1.63353
87,unmanaged,249,57,1.98153
87,managed,250,57,9.7982
88,unmanaged,72,307,2.80289
89,unmanaged,251,107,4.71587
89,managed,252,107,2.84699
90,unmanaged,11,57,0.53656
90,managed,12,57,7.1285
91,unmanaged,254,47,2.12863
91,managed,255,47,5.383
92,unmanaged,260,237,1.95154
92,managed,261,237,1.09178
93,unmanaged,24,237,0.21429
93,managed,25,237,2.847
94,unmanaged,263,307,2.29912
94,managed,264,307,4.25236
95,unmanaged,11,57,0.374262
95,managed,12,57,4.97234
96,unmanaged,270,47,9.5333
96,managed,271,47,15.1892
97,unmanaged,11,57,0.188309
97,managed,12,57,2.50182
98,unmanaged,276,237,5.1595
98,managed,277,237,0.90934
99,unmanaged,279,107,0.450998
99,managed,280,107,1.22314
100,unmanaged,72,357,11.0588
101,unmanaged,282,47,7.5603
101,managed,283,47,12.7759
102,unmanaged,288,47,3.38267
102,managed,289,47,16.1963
103,unmanaged,290,237,1.83197
103,managed,291,237,1.87527
104,unmanaged,183,237,10.685
105,unmanaged,297,57,4.17877
105,managed,298,57,0.156222
106,unmanaged,24,65,1.23199
106,managed,25,65,16.3679
107,unmanaged,299,357,0.480451
107,managed,300,357,2.28497
108,unmanaged,11,47,1.97262
108,managed,12,47,26.2076
109,unmanaged,306,57,3.51186
109,managed,307,57,30.3438
110,unmanaged,308,67,4.71206
110,managed,309,67,2.44835
111,unmanaged,311,307,6.7735
111,managed,312,307,0.9265
112,unmanaged,318,47,0.72912
112,managed,319,47,5.4514
113,unmanaged,3,47,2.86285
113,managed,4,47,38.035
114,unmanaged,31,47,0.336881
114,managed,32,47,4.4757
115,unmanaged,111,37,1.76511
115,managed,26,37,23.4507
116,unmanaged,320,107,1.8805
116,managed,321,107,2.53005
117,unmanaged,323,307,3.32054
117,managed,324,307,2.66306
118,unmanaged,326,277,2.65279
118,managed,327,277,0.116097
119,unmanaged,333,57,1.26021
119,managed,334,57,3.54653
120,unmanaged,335,57,2.24132
120,managed,336,57,27.3625
121,unmanaged,341,57,1.53978
121,managed,342,57,0.184409
122,unmanaged,343,127,2.80075
122,managed,344,127,0.346323
123,unmanaged,11,47,0.189711
123,managed,12,47,2.52045
124,unmanaged,346,457,1.11196
124,managed,347,457,6.1845
125,unmanaged,353,107,0.456125
125,managed,354,107,0.60937
126,unmanaged,238,47,0.261979
126,managed,212,47,3.48057
127,unmanaged,356,47,1.11044
127,managed,357,47,5.6953
128,unmanaged,362,57,2.78167
128,managed,363,57,2.47679
129,unmanaged,364,127,5.5022
129,managed,365,127,6.998
130,unmanaged,98,197,0.66725
130,managed,99,197,8.8649
131,unmanaged,371,237,0.179301
131,managed,372,237,1.49724
132,unmanaged,374,107,0.99567
132,managed,375,107,2.12196
133,unmanaged,377,57,4.39147
133,managed,378,57,1.6157
134,unmanaged,31,47,0.246357
134,managed,32,47,3.27303
135,unmanaged,379,57,4.6883
135,managed,380,57,3.37281
136,unmanaged,3,57,0.97032
136,managed,4,57,12.8914
137,unmanaged,385,47,1.62067
137,managed,386,47,4.48216
138,unmanaged,387,57,1.47146
138,managed,388,57,0.5402
139,unmanaged,389,47,1.21877
139,managed,390,47,1.38856
140,unmanaged,395,53,1.16355
140,managed,396,53,2.11921
141,unmanaged,159,57,0.169654
141,managed,160,57,2.25397
142,unmanaged,24,233,0.398737
142,managed,25,233,5.2975
143,unmanaged,72,307,7.1782
144,unmanaged,401,357,0.65579
144,managed,402,357,5.3889
145,unmanaged,408,107,1.62339
145,managed,409,107,4.9574
146,unmanaged,3,57,1.32414
146,managed,4,57,17.5922
147,unmanaged,11,57,0.33489
147,managed,12,57,4.44925
148,unmanaged,11,47,0.207774
148,managed,12,47,2.76043
149,unmanaged,11,47,0.447668
149,managed,12,47,5.9476
150,unmanaged,411,87,0.455034
150,managed,412,87,1.36054
151,unmanaged,11,47,0.173942
151,managed,12,47,2.31095
152,unmanaged,418,47,7.4122
152,managed,419,47,2.26879
153,unmanaged,117,127,1.24765
153,managed,118,127,16.5759
154,unmanaged,420,67,11.7351
154,managed,421,67,12.7668
155,unmanaged,423,127,5.6797
155,managed,424,127,10.6223
156,unmanaged,183,307,15.4116
157,unmanaged,112,357,0.293707
157,managed,113,357,3.90211
158,unmanaged,24,357,1.15268
158,managed,25,357,15.3142
159,unmanaged,426,107,1.27217
159,managed,427,107,16.9016
160,unmanaged,72,277,5.333
161,unmanaged,429,127,1.18335
161,managed,430,127,3.26695
162,unmanaged,432,59,2.16424
162,managed,433,59,15.1002
163,unmanaged,438,57,1.13846
163,managed,439,57,0.243862
164,unmanaged,440,107,0.6856
164,managed,441,107,5.7169
165,unmanaged,98,127,0.51149
165,managed,99,127,6.7956
166,unmanaged,443,47,1.44897
166,managed,444,47,5.0562
167,unmanaged,197,57,0.80338
167,managed,198,57,10.6735
168,unmanaged,449,107,0.8889
168,managed,450,107,4.0484
169,unmanaged,452,57,0.250463
169,managed,453,57,3.32757
170,unmanaged,67,103,1.28207
170,managed,68,103,17.0332
171,unmanaged,454,307,2.23702
171,managed,455,307,0.163158
172,unmanaged,457,247,2.10793
172,managed,458,247,3.02961
173,unmanaged,460,177,2.63822
173,managed,461,177,9.2925
174,unmanaged,24,307,0.341416
174,managed,25,307,4.53596
175,unmanaged,3,57,0.51745
175,managed,4,57,6.8746
176,unmanaged,67,127,0.250709
176,managed,68,127,3.33085
177,unmanaged,463,127,1.22739
177,managed,464,127,1.67296
178,unmanaged,466,57,0.69995
178,managed,467,57,2.83272
179,unmanaged,112,307,0.176063
179,managed,113,307,2.33912
180,unmanaged,159,47,0.339849
180,managed,160,47,4.51513
181,unmanaged,31,57,1.04375
181,managed,32,57,13.867
182,unmanaged,117,127,0.372854
182,managed,118,127,4.95364
183,unmanaged,468,47,2.73107
183,managed,469,47,10.612
184,unmanaged,470,57,1.20174
184,managed,471,57,9.9225
185,unmanaged,111,37,0.0292407
185,managed,26,37,0.388483
186,unmanaged,24,277,0.64759
186,managed,25,277,8.6037
187,unmanaged,472,77,1.31915
187,managed,473,77,2.55563
188,unmanaged,475,47,4.2765
188,managed,476,47,19.0544
189,unmanaged,11,47,0.474485
189,managed,12,47,6.3039
190,unmanaged,452,47,0.11256
190,managed,453,47,1.49543
191,unmanaged,481,57,3.59028
191,managed,482,57,9.6016
192,unmanaged,487,57,1.77956
192,managed,488,57,20.163
193,unmanaged,489,57,3.14452
193,managed,490,57,12.8465
194,unmanaged,24,307,0.385449
194,managed,25,307,5.121
195,unmanaged,491,357,4.0487
195,managed,492,357,1.43356
196,unmanaged,498,67,0.412854
196,managed,499,67,5.4851
197,unmanaged,500,127,4.04866
197,managed,501,127,11.1442
198,unmanaged,503,47,1.84143
198,managed,504,47,0.213239
199,unmanaged,117,157,0.448196
199,managed,118,157,5.9546
200,unmanaged,509,237,1.02617
200,managed,510,237,1.11947
201,unmanaged,24,307,0.130182
201,managed,25,307,1.72956
202,unmanaged,516,57,4.66477
202,managed,517,57,6.0939
203,unmanaged,522,77,0.43893
203,managed,523,77,2.95068
204,unmanaged,525,57,1.35322
204,managed,526,57,7.1461
205,unmanaged,527,107,0.62434
205,managed,528,107,4.6487
206,unmanaged,530,107,0.83824
206,managed,531,107,10.0871
207,unmanaged,11,57,1.15388
207,managed,12,57,15.3301
208,unmanaged,11,47,0.74387
208,managed,12,47,9.8828
209,unmanaged,533,307,0.54103
209,managed,534,307,3.82527
210,unmanaged,536,127,0.487004
210,managed,537,127,6.4702
211,unmanaged,539,127,0.54984
211,managed,540,127,3.07641
212,unmanaged,542,77,3.79175
212,managed,543,77,8.1961
213,unmanaged,549,57,0.54103
213,managed,550,57,3.28982
214,unmanaged,72,357,4.97815
215,unmanaged,24,277,0.647
215,managed,25,277,8.5959
216,unmanaged,551,107,0.370817
216,managed,552,107,0.64038
217,unmanaged,111,57,0.55943
217,managed,26,57,7.4324
218,unmanaged,210,127,0.83962
218,managed,211,127,11.1549
