AU,Age,Yield,Height,DBHq,TPH,GrossYield,CrownCover,Logs_Grade_D,Logs_Grade_F,Logs_Grade_H,Logs_Grade_I,Logs_Grade_J,Logs_Grade_U,Logs_Grade_X,Logs_Grade_Y,Logs_Grade_All
22005,80,1012.4,36.4,,,1112.4,96.1,0.0,0.0,104.9,265.6,570.7,45.5,22.3,3.8,1054.4
22005,90,1140.5,39.0,,,1264.1,95.6,0.0,0.0,162.7,339.0,571.4,44.1,21.5,3.8,1195.8
22005,100,1267.2,41.2,,,1417.9,95.1,0.0,0.0,303.2,334.3,565.5,42.7,20.2,4.1,1336.1
22005,110,1378.8,43.2,,,1560.6,94.6,0.0,0.0,456.2,307.2,553.5,40.1,19.6,4.5,1460.7
22005,120,1475.7,44.9,,,1689.1,94.1,0.0,0.0,597.4,278.5,539.9,37.8,19.1,4.8,1571.0
22005,130,1553.4,46.5,,,1798.8,93.6,0.0,0.0,703.3,269.4,523.7,36.0,18.5,4.9,1663.0
22005,140,1622.8,47.9,,,1899.4,93.1,0.0,0.0,799.7,260.2,508.1,34.5,17.9,5.0,1746.9
22005,150,1689.0,49.2,,,1997.8,92.6,0.0,0.0,894.4,250.0,490.7,33.3,17.5,5.2,1827.2
22005,160,1747.1,50.4,,,2087.1,92.1,0.0,0.0,978.5,241.2,474.4,32.1,17.0,5.4,1899.7
22005,170,1795.4,51.4,,,2164.1,91.6,0.0,0.0,1052.2,232.4,458.8,31.5,16.5,5.6,1962.8
22005,180,1837.6,52.3,,,2233.8,91.1,0.0,0.0,1118.2,224.0,444.6,30.9,15.9,5.8,2020.2
22005,190,1874.6,53.2,,,2297.6,90.6,0.0,0.0,1177.3,216.4,431.3,30.4,15.2,5.9,2072.4
22005,200,1912.3,54.0,,,2361.7,90.1,0.0,0.0,1227.4,215.2,420.6,30.1,14.7,6.0,2125.5
22005,210,1946.0,54.7,,,2421.2,89.6,0.0,0.0,1272.1,214.5,410.7,29.8,14.3,6.1,2174.8
22005,220,1976.2,55.4,,,2476.6,89.1,0.0,0.0,1312.5,213.9,401.4,29.6,13.9,6.2,2220.6
22005,230,2002.4,56.0,,,2528.0,88.6,0.0,0.0,1348.5,213.8,392.2,29.2,13.5,6.2,2262.5
22005,240,2021.7,56.6,,,2573.3,88.1,0.0,0.0,1375.3,216.9,382.4,28.9,13.1,6.2,2297.2
22005,250,2038.4,57.1,,,2615.2,87.6,0.0,0.0,1399.2,219.6,373.2,28.5,12.8,6.2,2329.3
22005,260,2052.8,57.6,,,2654.3,87.1,0.0,0.0,1420.5,222.0,364.4,28.1,12.5,6.1,2359.2
22005,270,2065.1,58.1,,,2690.8,86.6,0.0,0.0,1439.4,224.2,356.2,27.8,12.2,6.1,2386.9
22005,280,2075.5,58.5,,,2724.8,86.1,0.0,0.0,1456.3,226.1,348.4,27.4,11.9,6.1,2412.8
22005,290,2087.7,58.9,,,2760.0,85.6,0.0,0.0,1474.4,227.0,342.1,27.1,11.7,6.2,2441.2
22005,300,2098.5,59.3,,,2793.2,85.1,0.0,0.0,1490.9,227.7,336.2,26.8,11.5,6.2,2468.2
22005,310,2107.6,59.7,,,2824.6,84.6,0.0,0.0,1505.6,228.2,330.6,26.5,11.3,6.2,2493.6
22005,320,2115.3,60.0,,,2854.1,84.1,0.0,0.0,1518.7,228.6,325.2,26.2,11.1,6.2,2517.5
22005,330,2121.6,60.4,,,2882.0,83.6,0.0,0.0,1530.3,228.9,320.0,25.9,10.9,6.2,2540.1
22005,340,2126.6,60.7,,,2908.4,83.1,0.0,0.0,1540.5,229.2,315.0,25.6,10.7,6.2,2561.4
22005,350,2130.5,61.0,,,2933.4,82.6,0.0,0.0,1549.5,229.3,310.2,25.3,10.6,6.3,2581.6
22006,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,10,0.0,1.5,,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,20,0.0,2.8,,,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,30,0.0,4.4,,,0.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,40,0.0,6.0,,,1.4,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,50,0.0,7.4,,,4.5,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,60,0.8,8.8,,,10.1,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,70,5.8,10.0,,,17.9,40.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5
22006,80,13.9,11.0,,,27.3,46.7,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,3.4
22006,90,23.4,12.0,,,37.6,50.4,0.0,0.0,0.0,0.0,0.8,7.6,0.1,0.0,15.0
22006,100,35.9,12.9,,,51.1,51.8,0.0,0.0,0.0,0.0,8.7,11.8,1.2,0.7,39.4
22006,110,47.0,13.6,,,63.3,52.8,0.0,0.0,0.0,0.0,16.1,15.4,2.3,1.3,61.8
22006,120,56.7,14.3,,,74.1,53.7,0.0,0.0,0.0,0.0,22.5,18.5,3.1,1.9,81.6
22006,130,65.5,14.9,,,84.1,54.3,0.0,0.0,0.0,0.0,29.2,20.4,4.1,2.4,99.8
22006,140,73.9,15.4,,,93.8,54.5,0.0,0.0,0.0,0.0,37.0,20.8,5.1,2.6,117.3
22006,150,81.8,15.9,,,103.1,54.4,0.0,0.0,0.0,0.0,45.3,20.3,6.2,2.5,133.7
22006,160,88.6,16.3,,,111.4,54.3,0.0,0.0,0.0,0.0,52.4,19.9,7.2,2.4,148.4
22006,170,94.6,16.7,,,118.8,54.2,0.0,0.0,0.0,0.0,58.7,19.5,8.0,2.4,161.4
22006,180,99.9,17.0,,,125.4,54.1,0.0,0.0,0.0,0.0,64.3,19.2,8.7,2.3,173.0
22006,190,104.7,17.3,,,131.6,53.9,0.0,0.0,0.0,0.0,69.3,19.0,9.2,2.2,183.6
22006,200,108.9,17.6,,,137.0,53.7,0.0,0.0,0.0,0.0,73.7,18.8,9.6,2.2,193.0
22006,210,112.5,17.9,,,142.0,53.5,0.0,0.0,0.0,0.0,77.6,18.6,10.0,2.1,201.5
22006,220,115.6,18.1,,,146.4,53.2,0.0,0.0,0.0,0.1,80.9,18.5,10.3,2.0,209.1
22006,230,118.4,18.3,,,150.4,53.0,0.0,0.0,0.0,0.1,83.9,18.3,10.5,1.9,215.9
22006,240,120.7,18.4,,,154.0,52.7,0.0,0.0,0.0,0.1,86.4,18.2,10.8,1.9,222.1
22006,250,122.8,18.6,,,157.2,52.5,0.0,0.0,0.0,0.1,88.7,18.1,10.9,1.8,227.7
22006,260,124.7,18.7,,,160.3,52.2,0.0,0.0,0.0,0.1,90.8,17.9,11.1,1.8,233.0
22006,270,126.4,18.9,,,163.2,51.9,0.0,0.0,0.0,0.2,92.7,17.7,11.2,1.7,237.9
22006,280,128.2,19.0,,,166.2,51.6,0.0,0.0,0.0,0.3,94.6,17.6,11.2,1.7,242.8
22006,290,129.7,19.1,,,168.9,51.3,0.0,0.0,0.0,0.4,96.2,17.4,11.1,1.7,247.3
22006,300,130.9,19.2,,,171.4,51.0,0.0,0.0,0.0,0.5,97.7,17.3,11.1,1.7,251.4
22006,310,132.0,19.3,,,173.7,50.7,0.0,0.0,0.0,0.6,98.9,17.2,11.0,1.7,255.1
22006,320,133.0,19.4,,,175.8,50.4,0.0,0.0,0.1,0.6,100.0,17.0,11.0,1.7,258.6
22006,330,133.7,19.5,,,177.7,50.1,0.0,0.0,0.1,0.7,100.9,16.9,11.0,1.7,261.8
22006,340,134.4,19.5,,,179.5,49.8,0.0,0.0,0.1,0.8,101.7,16.8,10.9,1.7,264.7
22006,350,134.9,19.6,,,181.2,49.5,0.0,0.0,0.1,0.8,102.4,16.6,10.9,1.7,267.5
22007,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007,10,0.0,3.0,,,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007,20,0.2,8.1,,,8.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007,30,48.4,13.4,,,65.9,67.6,0.0,0.0,0.0,0.0,11.7,18.0,2.1,0.9,43.8
22007,40,142.4,18.0,,,165.3,74.0,0.0,0.0,0.0,0.1,91.6,29.0,13.3,3.1,184.1
22007,50,244.0,22.0,,,274.2,74.1,0.0,0.0,0.4,1.8,190.7,30.4,16.8,2.6,327.4
22007,60,347.6,25.4,,,385.7,73.8,0.0,0.0,4.1,12.0,279.8,31.3,18.6,2.0,471.5
22007,70,451.4,28.4,,,497.9,73.4,0.0,0.0,14.6,36.5,347.0,32.4,18.4,2.3,614.9
22007,80,546.9,31.0,,,602.7,73.0,0.0,0.0,29.4,75.2,388.4,33.3,18.1,2.5,749.2
22007,90,635.4,33.3,,,701.8,72.6,0.0,0.0,46.2,122.3,413.0,34.3,17.3,2.7,875.5
22007,100,718.9,35.3,,,797.6,72.2,0.0,0.0,67.1,173.4,424.6,34.1,16.9,2.8,995.1
22007,110,786.6,37.1,,,879.1,71.9,0.0,0.0,91.4,216.4,426.8,33.4,16.5,2.7,1095.5
22007,120,845.3,38.7,,,951.9,71.5,0.0,0.0,118.9,249.8,426.6,32.7,16.0,2.7,1184.6
22007,130,904.4,40.2,,,1026.9,71.1,0.0,0.0,186.5,246.3,423.4,32.0,15.3,2.8,1274.6
22007,140,956.6,41.5,,,1094.7,70.7,0.0,0.0,247.2,242.8,419.8,31.2,14.6,2.9,1355.7
22007,150,1004.0,42.6,,,1160.0,70.3,0.0,0.0,318.6,226.5,412.9,30.3,14.3,3.0,1429.7
22007,160,1045.8,43.7,,,1219.4,70.0,0.0,0.0,382.7,211.4,406.6,29.3,14.0,3.0,1496.7
22007,170,1080.4,44.7,,,1271.2,69.6,0.0,0.0,435.6,201.4,399.6,28.2,13.8,3.1,1554.7
22007,180,1108.4,45.5,,,1316.0,69.2,0.0,0.0,477.0,196.8,392.4,27.2,13.6,3.2,1604.3
22007,190,1133.9,46.4,,,1358.0,68.8,0.0,0.0,515.1,192.4,385.4,26.3,13.5,3.2,1650.6
22007,200,1157.4,47.1,,,1397.9,68.4,0.0,0.0,550.9,188.0,378.5,25.5,13.3,3.3,1694.2
22007,210,1181.2,47.8,,,1438.7,68.1,0.0,0.0,588.5,182.5,370.8,24.8,13.1,3.4,1738.3
22007,220,1202.4,48.4,,,1476.3,67.7,0.0,0.0,622.6,177.3,363.5,24.3,12.9,3.4,1779.0
22007,230,1221.1,49.0,,,1511.2,67.3,0.0,0.0,653.6,172.4,356.6,23.8,12.7,3.5,1816.6
22007,240,1237.7,49.5,,,1543.6,66.9,0.0,0.0,681.7,167.8,350.0,23.4,12.5,3.5,1851.4
22007,250,1251.0,50.0,,,1571.9,66.5,0.0,0.0,706.7,163.2,343.4,23.1,12.2,3.5,1882.1
22007,260,1262.7,50.5,,,1598.2,66.2,0.0,0.0,729.4,158.9,337.2,22.9,12.0,3.6,1910.5
22007,270,1272.7,51.0,,,1622.6,65.8,0.0,0.0,750.0,154.7,331.2,22.7,11.7,3.6,1936.8
22007,280,1281.3,51.4,,,1645.5,65.4,0.0,0.0,768.5,151.0,325.5,22.5,11.5,3.6,1961.4
22007,290,1288.7,51.8,,,1667.0,65.0,0.0,0.0,785.3,147.7,319.9,22.3,11.3,3.7,1984.3
22007,300,1295.3,52.1,,,1687.6,64.6,0.0,0.0,800.5,144.9,314.6,22.0,11.1,3.7,2006.3
22007,310,1302.7,52.5,,,1709.1,64.3,0.0,0.0,813.4,144.1,310.0,21.9,11.0,3.7,2029.5
22007,320,1309.1,52.8,,,1729.3,63.9,0.0,0.0,825.2,143.3,305.7,21.7,10.8,3.8,2051.5
22007,330,1314.6,53.1,,,1748.5,63.5,0.0,0.0,835.8,142.5,301.5,21.6,10.7,3.8,2072.2
22007,340,1319.2,53.4,,,1766.6,63.1,0.0,0.0,845.5,141.7,297.4,21.4,10.5,3.8,2091.8
22007,350,1323.0,53.7,,,1783.9,62.7,0.0,0.0,854.2,140.9,293.5,21.2,10.4,3.8,2110.5
22008,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,10,0.0,0.5,,,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,20,0.0,1.0,,,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,30,0.0,1.5,,,1.1,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,40,0.0,2.1,,,4.1,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,50,0.2,2.6,,,10.2,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,60,2.2,3.0,,,18.9,44.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3
22008,70,5.7,3.5,,,31.4,50.5,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,1.7
22008,80,11.1,3.8,,,46.2,54.6,0.0,0.0,0.0,0.0,2.3,3.7,0.4,0.2,9.2
22008,90,16.9,4.2,,,61.5,57.2,0.0,0.0,0.0,0.0,5.5,6.2,0.8,0.4,18.5
22008,100,22.1,4.5,,,75.6,59.3,0.0,0.0,0.0,0.0,8.3,8.4,1.2,0.6,26.9
22008,110,27.5,4.7,,,90.1,60.3,0.0,0.0,0.0,0.0,13.7,8.3,2.0,0.7,35.8
22008,120,32.4,5.0,,,103.0,61.0,0.0,0.0,0.0,0.0,18.8,8.0,2.7,0.8,44.0
22008,130,36.8,5.2,,,115.1,61.6,0.0,0.0,0.0,0.0,23.3,7.7,3.3,0.8,51.4
22008,140,40.9,5.4,,,127.4,61.9,0.0,0.0,0.0,0.0,27.6,7.5,3.7,0.8,58.3
22008,150,44.8,5.6,,,138.3,62.0,0.0,0.0,0.0,0.0,31.5,7.4,4.0,0.7,64.7
22008,160,48.5,5.8,,,148.2,62.1,0.0,0.0,0.0,0.0,35.3,7.4,4.1,0.7,70.8
22008,170,51.9,5.9,,,156.9,62.1,0.0,0.0,0.0,0.1,38.7,7.4,4.2,0.7,76.4
22008,180,54.9,6.1,,,164.6,62.0,0.0,0.0,0.0,0.1,41.8,7.3,4.3,0.6,81.6
22008,190,57.8,6.2,,,171.8,61.9,0.0,0.0,0.1,0.2,44.8,7.3,4.4,0.6,86.6
22008,200,60.6,6.3,,,178.5,61.7,0.0,0.0,0.1,0.3,47.5,7.2,4.4,0.6,91.4
22008,210,63.1,6.4,,,184.4,61.4,0.0,0.0,0.1,0.5,50.0,7.1,4.4,0.6,95.9
22008,220,65.3,6.5,,,189.7,61.1,0.0,0.0,0.1,0.6,52.3,7.0,4.5,0.6,100.0
22008,230,67.4,6.6,,,194.4,60.9,0.0,0.0,0.1,0.7,54.3,6.9,4.5,0.6,103.8
22008,240,69.2,6.7,,,198.7,60.6,0.0,0.0,0.1,0.9,56.2,6.8,4.5,0.6,107.4
22008,250,70.9,6.8,,,202.5,60.3,0.0,0.0,0.1,1.0,57.9,6.7,4.5,0.5,110.7
22008,260,72.6,6.9,,,206.1,60.0,0.0,0.0,0.1,1.2,59.4,6.7,4.6,0.5,114.0
22008,270,74.4,6.9,,,209.8,59.7,0.0,0.0,0.1,1.5,60.9,6.6,4.5,0.5,117.5
22008,280,76.0,7.0,,,213.1,59.4,0.0,0.0,0.1,1.8,62.2,6.6,4.5,0.5,120.7
22008,290,77.5,7.1,,,216.1,59.0,0.0,0.0,0.1,2.1,63.5,6.6,4.5,0.5,123.8
22008,300,78.9,7.1,,,219.0,58.7,0.0,0.0,0.1,2.4,64.6,6.5,4.5,0.5,126.7
22008,310,80.1,7.2,,,221.6,58.4,0.0,0.0,0.1,2.7,65.6,6.5,4.4,0.5,129.4
22008,320,81.3,7.3,,,224.0,58.0,0.0,0.0,0.1,2.9,66.5,6.5,4.4,0.5,132.0
22008,330,82.3,7.3,,,226.2,57.7,0.0,0.0,0.1,3.2,67.4,6.4,4.4,0.5,134.5
22008,340,83.2,7.4,,,228.3,57.4,0.0,0.0,0.1,3.4,68.1,6.4,4.4,0.5,136.8
22008,350,84.1,7.4,,,230.3,57.0,0.0,0.0,0.1,3.6,68.8,6.4,4.4,0.5,139.0
23000,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,10,0.0,4.0,,,0.1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,20,22.5,11.4,,,43.3,77.3,0.0,0.0,0.0,0.0,0.4,3.5,0.1,0.0,4.1
23000,30,195.4,18.3,,,224.6,96.1,0.0,0.0,0.0,0.1,129.6,37.7,18.0,3.9,196.1
23000,40,399.7,24.2,,,441.6,96.1,0.0,0.0,1.7,8.5,323.4,39.9,24.0,2.7,416.5
23000,50,624.1,29.2,,,680.0,95.6,0.0,0.0,21.2,59.7,472.7,43.1,24.1,3.3,652.7
23000,60,834.9,33.4,,,907.8,95.1,0.0,0.0,55.6,163.5,544.5,45.7,22.5,3.7,878.4
23000,70,1027.9,37.0,,,1124.4,94.6,0.0,0.0,112.7,281.5,564.1,44.7,21.9,3.7,1087.1
23000,80,1190.8,40.1,,,1315.9,94.1,0.0,0.0,228.3,335.2,562.0,43.0,20.7,4.0,1267.7
23000,90,1343.1,42.8,,,1502.0,93.6,0.0,0.0,416.4,314.4,550.4,40.1,19.7,4.6,1437.1
23000,100,1475.1,45.2,,,1671.9,93.1,0.0,0.0,604.9,278.1,532.6,37.4,18.9,5.0,1585.5
23000,110,1580.2,47.3,,,1815.3,92.7,0.0,0.0,744.6,267.8,511.9,35.1,18.1,5.2,1708.2
23000,120,1676.7,49.2,,,1951.2,92.2,0.0,0.0,876.4,257.3,488.8,33.2,17.5,5.5,1821.5
23000,130,1764.3,50.8,,,2076.8,91.7,0.0,0.0,997.9,246.3,467.1,31.7,16.9,5.8,1926.0
23000,140,1836.4,52.3,,,2183.7,91.2,0.0,0.0,1103.4,235.2,446.8,30.9,15.9,6.1,2015.8
23000,150,1899.4,53.6,,,2279.8,90.7,0.0,0.0,1196.6,225.1,428.2,30.3,15.0,6.3,2096.4
23000,160,1962.7,54.8,,,2376.2,90.2,0.0,0.0,1276.6,224.7,412.7,29.8,14.2,6.3,2177.5
23000,170,2019.1,55.9,,,2464.6,89.7,0.0,0.0,1346.9,225.3,398.8,29.3,13.6,6.3,2251.7
23000,180,2067.1,56.9,,,2543.9,89.2,0.0,0.0,1406.9,227.1,385.5,28.9,13.1,6.4,2317.5
23000,190,2104.9,57.8,,,2612.8,88.7,0.0,0.0,1453.2,232.2,372.7,28.6,12.5,6.5,2372.9
23000,200,2137.9,58.6,,,2675.7,88.2,0.0,0.0,1494.1,236.8,360.8,28.3,12.1,6.6,2423.4
23000,210,2166.7,59.4,,,2733.3,87.8,0.0,0.0,1530.4,240.9,349.7,28.0,11.6,6.7,2469.6
23000,220,2196.6,60.0,,,2791.3,87.3,0.0,0.0,1567.7,243.2,340.7,27.6,11.3,6.8,2517.7
23000,230,2222.6,60.7,,,2845.1,86.8,0.0,0.0,1601.4,244.8,332.2,27.0,11.1,6.8,2562.0
23000,240,2245.4,61.3,,,2894.9,86.3,0.0,0.0,1631.3,246.2,324.3,26.4,10.9,6.9,2602.9
23000,250,2265.8,61.8,,,2941.8,85.8,0.0,0.0,1658.5,247.4,316.9,25.8,10.7,6.9,2641.6
23000,260,2271.7,62.3,,,2968.7,85.3,0.0,0.0,1669.1,248.2,312.0,25.3,10.6,7.0,2663.7
23000,270,2263.3,62.8,,,2975.6,84.8,0.0,0.0,1663.4,248.5,309.4,25.0,10.6,7.0,2669.2
23000,280,2253.3,63.3,,,2979.3,84.3,0.0,0.0,1656.9,247.1,307.6,24.8,10.6,7.0,2672.8
23000,290,2242.8,63.7,,,2982.6,83.8,0.0,0.0,1650.0,245.7,305.7,24.6,10.5,6.9,2675.9
23000,300,2231.9,64.1,,,2985.4,83.3,0.0,0.0,1642.6,244.3,303.9,24.4,10.5,6.9,2678.6
23000,310,2220.7,64.5,,,2987.8,82.9,0.0,0.0,1635.0,242.9,302.0,24.3,10.4,6.9,2680.9
23000,320,2209.3,64.8,,,2989.9,82.4,0.0,0.0,1627.0,241.4,300.2,24.1,10.3,6.8,2682.9
23000,330,2197.5,65.1,,,2991.7,81.9,0.0,0.0,1618.8,240.0,298.4,23.9,10.3,6.8,2684.7
23000,340,2185.6,65.4,,,2993.3,81.4,0.0,0.0,1610.4,238.6,296.5,23.8,10.2,6.7,2686.2
23000,350,2173.5,65.7,,,2994.7,80.9,0.0,0.0,1601.8,237.2,294.7,23.6,10.1,6.7,2687.5
23001,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23001,10,0.0,4.5,,,0.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23001,20,58.5,13.3,,,81.7,89.9,0.0,0.0,0.0,0.0,10.7,21.2,2.9,1.0,37.2
23001,30,255.4,21.2,,,290.1,95.6,0.0,0.0,0.2,0.7,167.4,57.1,19.4,6.1,262.4
23001,40,486.9,27.8,,,535.0,95.1,0.0,0.0,9.3,19.9,344.0,81.0,19.6,11.3,510.2
23001,50,713.0,33.2,,,776.7,94.6,0.0,0.0,40.1,93.5,447.3,99.2,17.3,15.3,753.3
23001,60,920.9,37.8,,,1006.5,94.1,0.0,0.0,93.5,213.4,475.4,104.0,18.6,17.4,979.8
23001,70,1099.4,41.6,,,1213.1,93.7,0.0,0.0,217.1,270.0,470.1,101.8,21.8,21.8,1177.3
23001,80,1250.9,44.9,,,1402.3,93.2,0.0,0.0,370.4,289.5,446.4,100.5,22.3,25.7,1346.7
23001,90,1374.9,47.8,,,1575.6,92.7,0.0,0.0,480.3,342.3,406.7,97.6,22.7,29.3,1487.9
23001,100,1481.0,50.3,,,1735.5,92.2,0.0,0.0,578.9,391.8,366.0,95.2,20.9,32.1,1610.5
23001,110,1568.6,52.5,,,1876.7,91.7,0.0,0.0,663.3,437.0,327.8,92.5,18.5,33.6,1714.8
23001,120,1645.9,54.5,,,2007.5,91.2,0.0,0.0,736.6,481.3,291.8,89.5,16.2,34.4,1808.4
23001,130,1724.4,56.2,,,2124.0,90.7,0.0,0.0,795.1,521.9,271.0,88.6,14.8,36.2,1903.9
23001,140,1787.6,57.8,,,2225.4,90.3,0.0,0.0,842.2,558.3,251.1,87.1,13.9,37.8,1983.7
23001,150,1833.5,59.2,,,2313.3,89.8,0.0,0.0,880.2,588.0,231.5,83.2,14.5,39.0,2045.6
23001,160,1875.0,60.4,,,2393.0,89.3,0.0,0.0,915.7,612.3,215.1,79.7,15.0,40.0,2103.2
23001,170,1895.9,61.6,,,2432.6,88.8,0.0,0.0,945.1,609.6,210.5,79.0,14.8,39.8,2138.2
23001,180,1913.9,62.7,,,2469.2,88.3,0.0,0.0,971.7,606.6,205.9,78.3,14.6,39.6,2170.3
23001,190,1916.5,63.6,,,2485.5,87.8,0.0,0.0,981.0,603.3,203.4,77.9,14.5,39.4,2185.3
23001,200,1914.8,64.5,,,2496.3,87.3,0.0,0.0,985.3,599.9,201.5,77.4,14.4,39.1,2195.4
23001,210,1911.8,65.4,,,2505.6,86.9,0.0,0.0,988.2,596.5,199.7,77.0,14.3,38.9,2204.2
23001,220,1907.7,66.1,,,2513.7,86.4,0.0,0.0,990.0,593.1,198.1,76.5,14.2,38.7,2211.8
23001,230,1898.3,66.8,,,2515.3,85.9,0.0,0.0,985.9,589.8,196.9,76.1,14.1,38.5,2213.4
23001,240,1887.5,67.5,,,2515.3,85.4,0.0,0.0,980.3,586.4,195.7,75.7,14.0,38.3,2213.4
23001,250,1876.8,68.1,,,2515.3,84.9,0.0,0.0,974.7,583.1,194.6,75.2,14.0,38.0,2213.4
23001,260,1866.1,68.7,,,2515.3,84.4,0.0,0.0,969.2,579.8,193.5,74.8,13.9,37.8,2213.4
23001,270,1855.4,69.2,,,2515.3,84.0,0.0,0.0,963.6,576.4,192.4,74.4,13.8,37.6,2213.4
23001,280,1844.7,69.7,,,2515.3,83.5,0.0,0.0,958.0,573.1,191.3,73.9,13.7,37.4,2213.4
23001,290,1834.0,70.2,,,2515.3,83.0,0.0,0.0,952.5,569.8,190.2,73.5,13.6,37.2,2213.4
23001,300,1823.2,70.7,,,2515.3,82.5,0.0,0.0,946.9,566.4,189.1,73.1,13.6,37.0,2213.4
23001,310,1812.5,71.1,,,2515.3,82.0,0.0,0.0,941.3,563.1,188.0,72.7,13.5,36.7,2213.4
23001,320,1801.8,71.5,,,2515.3,81.5,0.0,0.0,935.8,559.8,186.9,72.2,13.4,36.5,2213.4
23001,330,1791.1,71.9,,,2515.3,81.0,0.0,0.0,930.2,556.5,185.7,71.8,13.3,36.3,2213.4
23001,340,1780.4,72.2,,,2515.3,80.6,0.0,0.0,924.6,553.1,184.6,71.4,13.2,36.1,2213.4
23001,350,1769.6,72.6,,,2515.3,80.1,0.0,0.0,919.1,549.8,183.5,70.9,13.2,35.9,2213.4
23003,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,10,0.0,3.0,,,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,20,0.5,8.5,,,11.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,30,64.3,14.1,,,83.1,73.3,0.0,0.0,0.0,0.0,19.0,25.3,3.4,1.4,62.2
23003,40,173.4,18.9,,,199.0,78.2,0.0,0.0,0.0,0.2,119.5,31.1,15.4,3.1,215.8
23003,50,288.4,23.1,,,322.2,78.0,0.0,0.0,1.0,3.6,230.6,32.1,18.7,2.4,369.4
23003,60,412.3,26.6,,,455.1,77.6,0.0,0.0,7.6,19.0,329.6,34.0,19.5,2.3,530.6
23003,70,526.0,29.7,,,578.1,77.2,0.0,0.0,22.4,54.4,392.4,34.5,19.5,2.6,680.8
23003,80,635.6,32.5,,,698.8,76.8,0.0,0.0,41.2,108.0,429.1,36.2,18.5,2.9,827.7
23003,90,737.7,34.8,,,814.3,76.4,0.0,0.0,65.4,169.2,446.0,36.3,17.9,2.9,965.2
23003,100,823.8,36.9,,,915.5,76.0,0.0,0.0,93.6,223.1,451.7,35.6,17.5,2.9,1084.1
23003,110,896.1,38.8,,,1003.6,75.6,0.0,0.0,125.6,265.6,451.9,34.8,17.0,2.9,1186.8
23003,120,968.8,40.4,,,1094.5,75.2,0.0,0.0,207.9,262.0,447.9,33.9,16.1,3.0,1290.3
23003,130,1033.1,41.9,,,1177.2,74.8,0.0,0.0,286.3,254.4,442.9,32.9,15.5,3.2,1383.2
23003,140,1090.6,43.2,,,1255.4,74.4,0.0,0.0,372.4,234.9,435.0,31.6,15.1,3.3,1467.3
23003,150,1141.1,44.4,,,1325.9,74.0,0.0,0.0,449.4,217.2,427.2,30.2,14.8,3.4,1542.8
23003,160,1180.2,45.5,,,1385.0,73.6,0.0,0.0,505.1,211.6,418.2,28.9,14.6,3.5,1605.0
23003,170,1215.4,46.5,,,1439.7,73.2,0.0,0.0,555.8,206.3,409.6,27.8,14.4,3.6,1662.3
23003,180,1247.9,47.4,,,1491.5,72.8,0.0,0.0,603.7,200.8,400.8,27.0,14.1,3.6,1716.1
23003,190,1280.0,48.3,,,1543.4,72.4,0.0,0.0,652.6,194.1,391.3,26.3,13.8,3.7,1769.6
